PuzzleId,FEN,Moves,Rating,Themes,SAN
0RDAZ,8/2b4p/2Pk4/PK6/8/7P/8/8 b - - 0 49,h7h5 a5a6 c7b8 b5b6,971,bishopendgame crushing defensivemove endgame master short,h5 a6 Bb8 Kb6
09d1B,1r3r2/pb5k/1p5p/2pq1pp1/8/N1PPQ3/PP3PPP/R3R1K1 w - - 4 25,e3e7 f8f7 e7f7 d5f7,973,crushing defensivemove middlegame short,Qe7+ Rf7 Qxf7+ Qxf7
0eW3H,4k3/8/pp5P/2p5/2P5/1P1Q4/4K3/q7 b - - 3 60,a1e5 d3e3 e5e3 e2e3,973,crushing defensivemove endgame queenendgame short,Qe5+ Qe3 Qxe3+ Kxe3
0EMw5,2r2rk1/pp3ppp/3p4/1q1P4/4R2b/2B2P2/PP4PP/R2Q2K1 b - - 8 19,b5c5 c3d4 h4f6 d4c5,974,crushing defensivemove middlegame short,Qc5+ Bd4 Bf6 Bxc5
0jcW1,8/8/3pk2K/8/6P1/8/8/8 b - - 2 52,d6d5 g4g5 d5d4 g5g6 e6f6 g6g7 f6f7 h6h7,975,advancedpawn crushing defensivemove endgame pawnendgame quietmove verylong,d5 g5 d4 g6 Kf6 g7 Kf7 Kh7
0842V,8/8/8/1p5k/1P2K3/1P2bp2/8/8 w - - 0 63,e4e3 h5g4 e3f2 g4f4,976,crushing defensivemove endgame master pawnendgame short,Kxe3 Kg4 Kf2 Kf4
06cRU,6k1/6p1/2p1Rp1p/q1Pp1Q2/3P4/2r3PP/5P2/6K1 b - - 1 33,a5a1 g1g2 c3c1 e6e8,981,advantage defensivemove endgame short,Qa1+ Kg2 Rc1 Re8+
05HlX,8/8/6p1/1Pk4p/3pKP1P/8/8/8 b - - 0 51,c5b5 e4d4 b5c6 d4e5,982,crushing defensivemove endgame master pawnendgame short,Kxb5 Kxd4 Kc6 Ke5
0GvWY,8/8/8/7P/2k5/2bp4/4RPP1/6K1 w - - 0 47,e2e8 d3d2 e8c8 c4d3,986,advancedpawn crushing defensivemove endgame master short,Re8 d2 Rc8+ Kd3
0NyMX,8/2b5/4k3/PK6/1P6/8/8/8 b - - 2 58,e6d6 a5a6 c7b8 b5b6,986,bishopendgame crushing defensivemove endgame short,Kd6 a6 Bb8 Kb6
0mi1o,8/5p2/4p3/4k1K1/7P/8/8/8 b - - 1 45,f7f6 g5g6 f6f5 h4h5 f5f4 h5h6 f4f3 h6h7 f3f2 h7h8q,986,advancedpawn crushing defensivemove endgame master pawnendgame promotion quietmove verylong,f6+ Kg6 f5 h5 f4 h6 f3 h7 f2 h8=Q+
0RKX0,7Q/p1p5/3pk2p/1Pp3p1/2Pq2P1/5P1K/P7/8 w - - 11 42,h8h6 d4f6 h6h5 f6f3,987,crushing defensivemove endgame master queenendgame short,Qxh6+ Qf6 Qh5 Qxf3+
0lSY1,4k3/2P5/3K2p1/2B4p/7P/2r5/8/8 b - - 18 59,c3c5 d6c5 e8d7 c5b6,991,crushing defensivemove endgame hangingpiece master short,Rxc5 Kxc5 Kd7 Kb6
0039T,1r5r/p3kp2/4p2p/4P3/3R1Pp1/6P1/P1P4P/4K2R w K - 1 25,d4a4 b8b1 e1f2 b1h1 a4a7 e7f8,993,crushing defensivemove endgame long rookendgame skewer,Ra4 Rb1+ Kf2 Rxh1 Rxa7+ Kf8
0HeXk,2r2rk1/p1qnpp1p/1p1pb1p1/3N4/1RP1P3/2P2P2/P2BQ1PP/5RK1 b - - 4 17,c7c5 d2e3 e6d5 e3c5,1000,advantage defensivemove master middlegame short,Qc5+ Be3 Bxd5 Bxc5
0ARVL,2r5/5k2/5p2/p3pN2/PpP1P1p1/1P1K4/8/8 b - - 2 36,f7g6 f5e7 g6g5 e7c8 g4g3 d3e2,1000,crushing defensivemove endgame fork long,Kg6 Ne7+ Kg5 Nxc8 g3 Ke2
09bGw,1r4k1/1B2bppp/R3p3/8/3P4/4P2P/6P1/6K1 w - - 1 26,a6a1 b8b7 a1a8 e7f8,1007,crushing defensivemove endgame hangingpiece short,Ra1 Rxb7 Ra8+ Bf8
02nyA,8/1p1R2p1/p1p3r1/P1P5/1P3k1K/7P/8/8 w - - 0 45,d7f7 g6f6 f7f6 g7f6,1009,crushing defensivemove endgame rookendgame short,Rf7+ Rf6 Rxf6+ gxf6
0aQ5E,3n4/2R3p1/1P3pk1/8/2P2K2/7P/8/7b w - - 3 47,c4c5 d8e6 f4e3 e6c7 b6c7 h1b7,1015,crushing defensivemove endgame fork long,c5 Ne6+ Ke3 Nxc7 bxc7 Bb7
0lGIy,8/7p/1p6/3k2p1/4p3/PP2b1P1/5pKP/5R2 w - - 0 35,f1f2 e3f2 g2f2 d5d4,1015,crushing defensivemove endgame master short,Rxf2 Bxf2 Kxf2 Kd4
0l8sE,3r4/p1b1kppp/2Q1p3/3p3n/3P4/2PB1P2/PP3P1q/RN2RK2 w - - 1 17,c6c5 c7d6 c5a7 d8d7 a7d7 e7d7,1017,crushing defensivemove long middlegame,Qc5+ Bd6 Qxa7+ Rd7 Qxd7+ Kxd7
0IbSY,8/4R3/8/4n1K1/4kp2/8/8/8 w - - 0 58,e7e5 e4e5 g5g4 e5e4,1018,crushing defensivemove endgame hangingpiece short,Rxe5+ Kxe5 Kg4 Ke4
0Ud03,r1bq2k1/1p1p2pp/p3p3/5r2/5PP1/2Q1B3/PPP4P/R3K2R b KQ - 0 15,d8h4 e3f2 h4f2 e1f2,1020,crushing defensivemove middlegame short,Qh4+ Bf2 Qxf2+ Kxf2
0aO4D,8/8/p7/P1K2k1p/2P1p2P/1P6/8/8 w - - 0 54,c5d4 f5f4 c4c5 e4e3 d4d3 f4f3,1020,crushing defensivemove endgame long pawnendgame,Kd4 Kf4 c5 e3 Kd3 Kf3
01raT,6k1/5r2/4K1p1/3R2P1/8/8/8/8 b - - 9 69,g8g7 d5d7 f7d7 e6d7 g7f7 d7d6,1021,crushing defensivemove endgame long master rookendgame,Kg7 Rd7 Rxd7 Kxd7 Kf7 Kd6
0KKVK,8/p7/1p6/2pk2pP/4Rn2/2P5/6P1/7K w - - 1 55,h5h6 d5e4 h6h7 f4g6,1022,crushing defensivemove endgame hangingpiece master short,h6 Kxe4 h7 Ng6
