PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PGN,SAN
0hcSy,5rk1/2Q2ppp/pp2r3/2p2R2/2PpP3/3q4/PP4PP/5R1K w - - 0 24,f5f7 d3f1 f7f1 f8f1,1339,76,90,266,backrankmate endgame mate matein2 short xrayattack,https://lichess.org/iVu45qvt#47,,"[Event ""backrankmate endgame mate matein2 short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""5rk1/2Q2ppp/pp2r3/2p2R2/2PpP3/3q4/PP4PP/5R1K w - - 0 24""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1339""]
[RatingDeviation ""76""]
[Popularity ""90""]
[NbPlays ""266""]
[Themes ""backrankmate endgame mate matein2 short xrayattack""]

24. Rxf7 Qxf1+ 25. Rxf1 Rxf1# *",Rxf7 Qxf1+ Rxf1 Rxf1#
0RPDd,r3r1k1/pbp3pp/1p2n3/8/1qP3Q1/8/PP3PPP/R1B1R1K1 w - - 0 20,e1e6 b4e1 e6e1 e8e1,1345,177,82,11,kingsideattack mate matein2 middlegame sacrifice short xrayattack,https://lichess.org/radeNHNu#39,,"[Event ""kingsideattack mate matein2 middlegame sacrifice short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""r3r1k1/pbp3pp/1p2n3/8/1qP3Q1/8/PP3PPP/R1B1R1K1 w - - 0 20""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""kingsideattack mate matein2 middlegame sacrifice short xrayattack""]
[ChapterName ""kingsideattack mate matein2 middlegame sacrifice short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1345""]
[RatingDeviation ""177""]
[Popularity ""82""]
[NbPlays ""11""]
[Themes ""kingsideattack mate matein2 middlegame sacrifice short xrayattack""]

20. Rxe6 Qe1+ 21. Rxe1 Rxe1# *",Rxe6 Qe1+ Rxe1 Rxe1#
0Qm4h,8/1p2bpQ1/3p3p/2p1p2k/4P3/3Pq1PK/P7/8 b - - 0 34,e3g5 g3g4 g5g4 g7g4,1346,76,100,1441,endgame mate matein2 short xrayattack,https://lichess.org/m6zxA7Cn/black#68,,"[Event ""endgame mate matein2 short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""8/1p2bpQ1/3p3p/2p1p2k/4P3/3Pq1PK/P7/8 b - - 0 34""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""endgame mate matein2 short xrayattack""]
[ChapterName ""endgame mate matein2 short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1346""]
[RatingDeviation ""76""]
[Popularity ""100""]
[NbPlays ""1441""]
[Themes ""endgame mate matein2 short xrayattack""]

34... Qg5 35. g4+ Qxg4+ 36. Qxg4# *",Qg5 g4+ Qxg4+ Qxg4#
0EpV3,r4rk1/ppqb2pp/2p5/3p1pN1/3Pn3/2PB2P1/PP6/R1BQRK2 w - - 1 18,c1f4 e4g3 f4g3 c7g3 d1h5 g3d3,1347,76,83,189,crushing long middlegame xrayattack,https://lichess.org/xes9uZWv#35,French_Defense French_Defense_Tarrasch_Variation,"[Event ""crushing long middlegame xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""r4rk1/ppqb2pp/2p5/3p1pN1/3Pn3/2PB2P1/PP6/R1BQRK2 w - - 1 18""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing long middlegame xrayattack""]
[ChapterName ""crushing long middlegame xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1347""]
[RatingDeviation ""76""]
[Popularity ""83""]
[NbPlays ""189""]
[Themes ""crushing long middlegame xrayattack""]

18. Bf4 Nxg3+ 19. Bxg3 Qxg3 20. Qh5 Qxd3+ *",Bf4 Nxg3+ Bxg3 Qxg3 Qh5 Qxd3+
03eaM,3Q3k/q3r1p1/2p1r1Bp/p7/Pp6/5P1P/1P4P1/4R2K b - - 1 38,e7e8 d8e8 e6e8 e1e8,1352,77,85,937,endgame mate matein2 short xrayattack,https://lichess.org/cNSvDYve/black#76,,"[Event ""endgame mate matein2 short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""3Q3k/q3r1p1/2p1r1Bp/p7/Pp6/5P1P/1P4P1/4R2K b - - 1 38""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""endgame mate matein2 short xrayattack""]
[ChapterName ""endgame mate matein2 short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1352""]
[RatingDeviation ""77""]
[Popularity ""85""]
[NbPlays ""937""]
[Themes ""endgame mate matein2 short xrayattack""]

38... Re8 39. Qxe8+ Rxe8 40. Rxe8# *",Re8 Qxe8+ Rxe8 Rxe8#
0LkWx,5r1k/p5pp/2p3p1/2Qp4/3P1rP1/P3qP2/P5K1/R4R2 b - - 3 24,f4f3 c5f8 f3f8 f1f8,1357,75,77,676,backrankmate endgame mate matein2 short xrayattack,https://lichess.org/6vH7S461/black#48,,"[Event ""backrankmate endgame mate matein2 short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""5r1k/p5pp/2p3p1/2Qp4/3P1rP1/P3qP2/P5K1/R4R2 b - - 3 24""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1357""]
[RatingDeviation ""75""]
[Popularity ""77""]
[NbPlays ""676""]
[Themes ""backrankmate endgame mate matein2 short xrayattack""]

24... Rxf3 25. Qxf8+ Rxf8 26. Rxf8# *",Rxf3 Qxf8+ Rxf8 Rxf8#
0fDza,1k2r2r/pp6/5Q1p/4p1p1/1q6/8/P3RPPP/4R1K1 w - - 8 34,e2e5 b4e1 e5e1 e8e1,1359,78,69,437,backrankmate endgame mate matein2 short xrayattack,https://lichess.org/ZTPx0I8B#67,,"[Event ""backrankmate endgame mate matein2 short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""1k2r2r/pp6/5Q1p/4p1p1/1q6/8/P3RPPP/4R1K1 w - - 8 34""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1359""]
[RatingDeviation ""78""]
[Popularity ""69""]
[NbPlays ""437""]
[Themes ""backrankmate endgame mate matein2 short xrayattack""]

34. Rxe5 Qxe1+ 35. Rxe1 Rxe1# *",Rxe5 Qxe1+ Rxe1 Rxe1#
0hEAF,3r4/5pk1/p4n1p/1p3Bp1/1P4P1/P2pR2P/2qQ1PK1/8 w - - 5 35,e3d3 c2d2 d3d2 d8d2,1360,75,93,1118,crushing endgame short xrayattack,https://lichess.org/buZU2oHV#69,,"[Event ""crushing endgame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""3r4/5pk1/p4n1p/1p3Bp1/1P4P1/P2pR2P/2qQ1PK1/8 w - - 5 35""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing endgame short xrayattack""]
[ChapterName ""crushing endgame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1360""]
[RatingDeviation ""75""]
[Popularity ""93""]
[NbPlays ""1118""]
[Themes ""crushing endgame short xrayattack""]

35. Rxd3 Qxd2 36. Rxd2 Rxd2 *",Rxd3 Qxd2 Rxd2 Rxd2
0EoVy,r5k1/Prq2ppp/8/3QP3/3Pp3/4P3/3B2PP/R5K1 b - - 6 29,b7a7 d5a8 a7a8 a1a8 c7b8 a8b8,1360,88,78,248,backrankmate endgame long mate matein3 xrayattack,https://lichess.org/VrKGpSDd/black#58,,"[Event ""backrankmate endgame long mate matein3 xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""r5k1/Prq2ppp/8/3QP3/3Pp3/4P3/3B2PP/R5K1 b - - 6 29""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame long mate matein3 xrayattack""]
[ChapterName ""backrankmate endgame long mate matein3 xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1360""]
[RatingDeviation ""88""]
[Popularity ""78""]
[NbPlays ""248""]
[Themes ""backrankmate endgame long mate matein3 xrayattack""]

29... Rbxa7 30. Qxa8+ Rxa8 31. Rxa8+ Qb8 32. Rxb8# *",Rbxa7 Qxa8+ Rxa8 Rxa8+ Qb8 Rxb8#
08SqC,8/5pkp/2p3p1/2p5/4PQ2/2Pq4/5PPP/1rR3K1 w - - 1 35,e4e5 d3d1 c1d1 b1d1,1361,75,100,474,backrankmate endgame mate matein2 sacrifice short xrayattack,https://lichess.org/WlZyqrBs#69,,"[Event ""backrankmate endgame mate matein2 sacrifice short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""8/5pkp/2p3p1/2p5/4PQ2/2Pq4/5PPP/1rR3K1 w - - 1 35""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame mate matein2 sacrifice short xrayattack""]
[ChapterName ""backrankmate endgame mate matein2 sacrifice short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1361""]
[RatingDeviation ""75""]
[Popularity ""100""]
[NbPlays ""474""]
[Themes ""backrankmate endgame mate matein2 sacrifice short xrayattack""]

35. e5 Qd1+ 36. Rxd1 Rxd1# *",e5 Qd1+ Rxd1 Rxd1#
00Bg4,3r2k1/1q3ppp/p2rp3/Qp1B4/7P/P4P2/1PP3P1/1K1R3R b - - 0 21,d6d5 a5d8 d5d8 d1d8,1376,85,75,310,backrankmate endgame mate matein2 short xrayattack,https://lichess.org/6qWf8wOP/black#42,,"[Event ""backrankmate endgame mate matein2 short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""3r2k1/1q3ppp/p2rp3/Qp1B4/7P/P4P2/1PP3P1/1K1R3R b - - 0 21""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1376""]
[RatingDeviation ""85""]
[Popularity ""75""]
[NbPlays ""310""]
[Themes ""backrankmate endgame mate matein2 short xrayattack""]

21... Rxd5 22. Qxd8+ Rxd8 23. Rxd8# *",Rxd5 Qxd8+ Rxd8 Rxd8#
0attP,3r3k/1p1b1Qbp/p5p1/3R4/8/8/PP2q1PP/3R3K w - - 0 27,d5d7 e2d1 d7d1 d8d1 f7f1 d1f1,1382,111,100,45,backrankmate endgame long mate matein3 xrayattack,https://lichess.org/5PqIoCnH#53,,"[Event ""backrankmate endgame long mate matein3 xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""3r3k/1p1b1Qbp/p5p1/3R4/8/8/PP2q1PP/3R3K w - - 0 27""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame long mate matein3 xrayattack""]
[ChapterName ""backrankmate endgame long mate matein3 xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1382""]
[RatingDeviation ""111""]
[Popularity ""100""]
[NbPlays ""45""]
[Themes ""backrankmate endgame long mate matein3 xrayattack""]

27. Rxd7 Qxd1+ 28. Rxd1 Rxd1+ 29. Qf1 Rxf1# *",Rxd7 Qxd1+ Rxd1 Rxd1+ Qf1 Rxf1#
0QTgq,2r2rk1/3bppbp/3p2p1/2qR2B1/1p2PP2/1B5P/1PP1Q1PK/5R2 b - - 0 20,d7b5 e2b5 c5b5 d5b5,1390,76,95,13866,crushing master middlegame short xrayattack,https://lichess.org/JiS2FeFX/black#40,,"[Event ""crushing master middlegame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""2r2rk1/3bppbp/3p2p1/2qR2B1/1p2PP2/1B5P/1PP1Q1PK/5R2 b - - 0 20""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing master middlegame short xrayattack""]
[ChapterName ""crushing master middlegame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1390""]
[RatingDeviation ""76""]
[Popularity ""95""]
[NbPlays ""13866""]
[Themes ""crushing master middlegame short xrayattack""]

20... Bb5 21. Qxb5 Qxb5 22. Rxb5 *",Bb5 Qxb5 Qxb5 Rxb5
0OvvE,1r4k1/p3rppp/8/2pb4/Q2q4/3B1P2/P1P3PP/R3R2K b - - 8 24,b8e8 a4e8 e7e8 e1e8,1391,77,84,128,kingsideattack mate matein2 middlegame short xrayattack,https://lichess.org/MZLv94xb/black#48,,"[Event ""kingsideattack mate matein2 middlegame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""1r4k1/p3rppp/8/2pb4/Q2q4/3B1P2/P1P3PP/R3R2K b - - 8 24""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""kingsideattack mate matein2 middlegame short xrayattack""]
[ChapterName ""kingsideattack mate matein2 middlegame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1391""]
[RatingDeviation ""77""]
[Popularity ""84""]
[NbPlays ""128""]
[Themes ""kingsideattack mate matein2 middlegame short xrayattack""]

24... Rbe8 25. Qxe8+ Rxe8 26. Rxe8# *",Rbe8 Qxe8+ Rxe8 Rxe8#
0MtH4,2r3k1/1Q3ppp/p3pn2/4q3/2r5/2N5/P5PP/2R2R1K b - - 0 31,c4c3 b7c8 c3c8 c1c8 f6e8 c8e8,1391,76,96,1420,long mate matein3 middlegame xrayattack,https://lichess.org/6Oi1wzt5/black#62,,"[Event ""long mate matein3 middlegame xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""2r3k1/1Q3ppp/p3pn2/4q3/2r5/2N5/P5PP/2R2R1K b - - 0 31""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""long mate matein3 middlegame xrayattack""]
[ChapterName ""long mate matein3 middlegame xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1391""]
[RatingDeviation ""76""]
[Popularity ""96""]
[NbPlays ""1420""]
[Themes ""long mate matein3 middlegame xrayattack""]

31... Rxc3 32. Qxc8+ Rxc8 33. Rxc8+ Ne8 34. Rxe8# *",Rxc3 Qxc8+ Rxc8 Rxc8+ Ne8 Rxe8#
0JCuy,r5k1/pp3ppp/8/2b5/2Pq1B2/5Q2/PP3RPP/RN2r2K w - - 1 20,f2f1 d4g1 f1g1 e1g1,1395,75,84,998,kingsideattack mate matein2 middlegame sacrifice short xrayattack,https://lichess.org/fiMOw6us#39,,"[Event ""kingsideattack mate matein2 middlegame sacrifice short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""r5k1/pp3ppp/8/2b5/2Pq1B2/5Q2/PP3RPP/RN2r2K w - - 1 20""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""kingsideattack mate matein2 middlegame sacrifice short xrayattack""]
[ChapterName ""kingsideattack mate matein2 middlegame sacrifice short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1395""]
[RatingDeviation ""75""]
[Popularity ""84""]
[NbPlays ""998""]
[Themes ""kingsideattack mate matein2 middlegame sacrifice short xrayattack""]

20. Rf1 Qg1+ 21. Rxg1 Rxg1# *",Rf1 Qg1+ Rxg1 Rxg1#
0lnAv,1k4r1/ppp2Q1p/3b4/1P3Nr1/P2P4/2P4P/4q1P1/6RK b - - 4 32,g5g2 f7g8 g2g8 g1g8 d6f8 g8f8 e2e8 f8e8,1399,93,61,191,backrankmate mate matein4 middlegame verylong xrayattack,https://lichess.org/zt47MVS8/black#64,,"[Event ""backrankmate mate matein4 middlegame verylong xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""1k4r1/ppp2Q1p/3b4/1P3Nr1/P2P4/2P4P/4q1P1/6RK b - - 4 32""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate mate matein4 middlegame verylong xrayattack""]
[ChapterName ""backrankmate mate matein4 middlegame verylong xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1399""]
[RatingDeviation ""93""]
[Popularity ""61""]
[NbPlays ""191""]
[Themes ""backrankmate mate matein4 middlegame verylong xrayattack""]

32... Rxg2 33. Qxg8+ Rxg8 34. Rxg8+ Bf8 35. Rxf8+ Qe8 36. Rxe8# *",Rxg2 Qxg8+ Rxg8 Rxg8+ Bf8 Rxf8+ Qe8 Rxe8#
0YUGE,r1b3k1/1p1n1pp1/2p4p/p3r3/5q2/P1NQ4/1PB3PP/R3R2K b - - 1 20,d7f6 d3d8 f6e8 d8e8 e5e8 e1e8,1413,128,38,21,kingsideattack long mate matein3 middlegame xrayattack,https://lichess.org/7znibopE/black#40,,"[Event ""kingsideattack long mate matein3 middlegame xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""r1b3k1/1p1n1pp1/2p4p/p3r3/5q2/P1NQ4/1PB3PP/R3R2K b - - 1 20""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""kingsideattack long mate matein3 middlegame xrayattack""]
[ChapterName ""kingsideattack long mate matein3 middlegame xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1413""]
[RatingDeviation ""128""]
[Popularity ""38""]
[NbPlays ""21""]
[Themes ""kingsideattack long mate matein3 middlegame xrayattack""]

20... Nf6 21. Qd8+ Ne8 22. Qxe8+ Rxe8 23. Rxe8# *",Nf6 Qd8+ Ne8 Qxe8+ Rxe8 Rxe8#
0Mdni,R2r2k1/5ppp/8/1p6/4Q2P/5K2/3q1PP1/8 b - - 1 30,b5b4 e4e8 d8e8 a8e8,1416,78,81,910,backrankmate endgame mate matein2 sacrifice short xrayattack,https://lichess.org/KHOlxcmV/black#60,,"[Event ""backrankmate endgame mate matein2 sacrifice short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""R2r2k1/5ppp/8/1p6/4Q2P/5K2/3q1PP1/8 b - - 1 30""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame mate matein2 sacrifice short xrayattack""]
[ChapterName ""backrankmate endgame mate matein2 sacrifice short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1416""]
[RatingDeviation ""78""]
[Popularity ""81""]
[NbPlays ""910""]
[Themes ""backrankmate endgame mate matein2 sacrifice short xrayattack""]

30... b4 31. Qe8+ Rxe8 32. Rxe8# *",b4 Qe8+ Rxe8 Rxe8#
09T0Q,2r3k1/1p3p1p/p2p2pB/3q4/P2b1PQ1/1Pr4P/2P3P1/2R2R1K b - - 2 25,c3c2 g4c8 c2c8 c1c8,1417,79,100,89,mate matein2 middlegame short xrayattack,https://lichess.org/7Y9btWVY/black#50,,"[Event ""mate matein2 middlegame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""2r3k1/1p3p1p/p2p2pB/3q4/P2b1PQ1/1Pr4P/2P3P1/2R2R1K b - - 2 25""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""mate matein2 middlegame short xrayattack""]
[ChapterName ""mate matein2 middlegame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1417""]
[RatingDeviation ""79""]
[Popularity ""100""]
[NbPlays ""89""]
[Themes ""mate matein2 middlegame short xrayattack""]

25... Rxc2 26. Qxc8+ Rxc8 27. Rxc8# *",Rxc2 Qxc8+ Rxc8 Rxc8#
00zkP,6k1/5qp1/2R4p/1pQ1B3/4pP2/8/4rPPP/r1R3K1 w - - 1 32,c6c7 e2e1 c1e1 a1e1,1422,84,72,646,backrankmate mate matein2 middlegame short xrayattack,https://lichess.org/tuhKG5T9#63,,"[Event ""backrankmate mate matein2 middlegame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""6k1/5qp1/2R4p/1pQ1B3/4pP2/8/4rPPP/r1R3K1 w - - 1 32""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate mate matein2 middlegame short xrayattack""]
[ChapterName ""backrankmate mate matein2 middlegame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1422""]
[RatingDeviation ""84""]
[Popularity ""72""]
[NbPlays ""646""]
[Themes ""backrankmate mate matein2 middlegame short xrayattack""]

32. Rc7 Re1+ 33. Rxe1 Rxe1# *",Rc7 Re1+ Rxe1 Rxe1#
0LybU,Rr4k1/5ppp/4p3/3p4/2qPn2Q/4P1PP/R4P1K/2r5 b - - 2 29,c1b1 h4d8 b8d8 a8d8,1434,76,93,2082,backrankmate mate matein2 middlegame sacrifice short xrayattack,https://lichess.org/ImUbC4w3/black#58,,"[Event ""backrankmate mate matein2 middlegame sacrifice short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""Rr4k1/5ppp/4p3/3p4/2qPn2Q/4P1PP/R4P1K/2r5 b - - 2 29""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate mate matein2 middlegame sacrifice short xrayattack""]
[ChapterName ""backrankmate mate matein2 middlegame sacrifice short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1434""]
[RatingDeviation ""76""]
[Popularity ""93""]
[NbPlays ""2082""]
[Themes ""backrankmate mate matein2 middlegame sacrifice short xrayattack""]

29... Rb1 30. Qd8+ Rxd8 31. Rxd8# *",Rb1 Qd8+ Rxd8 Rxd8#
